file,line,lhs_chain,snippet
Mapping_JurCal.cs,1922,<init>.FiftyPercentCap,"FiftyPercentCap = fiftyCapRaw ?? """","
Mapping_JurCal.cs,1923,<init>.TotalQualifiedAncIncome,"TotalQualifiedAncIncome = totalQualAncRaw ?? """","
Mapping_JurCal.cs,1924,<init>.ExcessOfCap,"ExcessOfCap = string.IsNullOrEmpty(excessCapRaw) ? null : excessCapRaw,"
Mapping_Utpr.cs,69,attr.UtprPercentage,attr.UtprPercentage = pct > 1m ? pct / 100m : pct;
Mapping_Utpr.cs,48,<init>.ResCountryCode,"ResCountryCode = country,"
Mapping_Utpr.cs,49,<init>.UtprTopUpTaxCarryForward,"UtprTopUpTaxCarryForward = ws.Cell(row, 3).GetString()?.Trim() ?? """", // C"
Mapping_Utpr.cs,50,<init>.Employees,"Employees = ws.Cell(row, 5).GetString()?.Trim(), // E"
Mapping_Utpr.cs,51,<init>.TangibleAssetValue,"TangibleAssetValue = ws.Cell(row, 7).GetString()?.Trim(), // G"
Mapping_Utpr.cs,52,<init>.UtprTopUpTaxAttributed,"UtprTopUpTaxAttributed = ws.Cell(row, 12).GetString()?.Trim() ?? """", // L"
Mapping_Utpr.cs,53,<init>.AddCashTaxExpense,"AddCashTaxExpense = ws.Cell(row, 14).GetString()?.Trim() ?? """", // N"
Mapping_Utpr.cs,54,<init>.UtprTopUpTaxCarriedForward,"UtprTopUpTaxCarriedForward = ws.Cell(row, 17).GetString()?.Trim() ?? """", // Q"
ValidationUtil.cs,1027,Art4.6.1,// 70061: Art4.6.1=TRUE → GIR2711 음수 항목 필수
ValidationUtil.cs,1233,SubstanceExclusion.Total,// 70087: SubstanceExclusion.Total = PayrollCost*PayrollMarkUp + TangibleAssetValue*TangibleAssetMarkup
ValidationUtil.cs,848,<init>.Unknown,"$""[70001] [{context}] TypeOfTIN=GIR3004이면 TIN='NOTIN', Unknown=TRUE이어야 합니다."""
ValidationUtil.cs,862,<init>.Unknown,"$""[70002] [{context}] TIN='NOTIN'이면 TypeOfTIN=GIR3004, Unknown=TRUE이어야 하고 IssuedBy는 생략해야 합니다."""
ValidationUtil.cs,870,<init>.TypeOfTIN,"$""[70003] [{context}] Unknown=TRUE이면 TIN='NOTIN', TypeOfTIN=GIR3004이어야 하고 IssuedBy는 생략해야 합니다."""
XmlExportService.cs,15,<init>.Serializer,Serializer = new XmlSerializer(typeof(Globe.GlobeOecd));
XmlExportService.cs,31,<init>.Indent,"Indent = true,"
XmlExportService.cs,32,<init>.IndentChars,"IndentChars = ""  "","
XmlExportService.cs,33,<init>.Encoding,"Encoding = new UTF8Encoding(false), // BOM 제외"
XmlExportService.cs,34,<init>.OmitXmlDeclaration,"OmitXmlDeclaration = false,"
MainForm.cs,185,lblTitle.Width,lblTitle.Width  = textW;
MainForm.cs,186,lblDesc.Width,lblDesc.Width   = textW;
MainForm.cs,187,lblArrow.Left,lblArrow.Left   = w - ARROW_W - 4;
MainForm.cs,197,card.BackColor,card.BackColor    = bg;
MainForm.cs,198,lblNum.BackColor,lblNum.BackColor  = bg;
MainForm.cs,199,lblTitle.BackColor,lblTitle.BackColor = bg;
MainForm.cs,200,lblDesc.BackColor,lblDesc.BackColor  = bg;
MainForm.cs,201,lblArrow.BackColor,lblArrow.BackColor = bg;
MainForm.cs,217,c.Cursor,c.Cursor = Cursors.Hand;
MainForm.cs,33,<init>.Text,"Text            = ""GIR 2 XML Mapper"";"
MainForm.cs,50,<init>.Text,"Text      = ""GIR 2 XML Mapper"","
MainForm.cs,51,<init>.Dock,"Dock      = DockStyle.Top, Height = 44,"
MainForm.cs,51,<init>.Height,"Dock      = DockStyle.Top, Height = 44,"
MainForm.cs,52,<init>.TextAlign,"TextAlign = ContentAlignment.MiddleLeft,"
MainForm.cs,53,<init>.Font,"Font      = new Font(""Segoe UI Semibold"", 13f),"
MainForm.cs,54,<init>.ForeColor,"ForeColor = FG,"
MainForm.cs,55,<init>.Padding,"Padding   = new Padding(22, 0, 0, 0),"
MainForm.cs,61,<init>.Text,"Text      = ""v1  ·  만료일 2026.6.30  ·  라이선스 DA"","
MainForm.cs,62,<init>.Dock,"Dock      = DockStyle.Bottom, Height = 30,"
MainForm.cs,62,<init>.Height,"Dock      = DockStyle.Bottom, Height = 30,"
MainForm.cs,63,<init>.TextAlign,"TextAlign = ContentAlignment.MiddleCenter,"
MainForm.cs,64,<init>.Font,"Font      = new Font(""Segoe UI"", 8.5f),"
MainForm.cs,65,<init>.ForeColor,"ForeColor = FG_DIM,"
MainForm.cs,71,<init>.Dock,"Dock       = DockStyle.Fill,"
MainForm.cs,72,<init>.BackColor,"BackColor  = Color.Transparent,"
MainForm.cs,73,<init>.Padding,"Padding    = new Padding(22, 6, 22, 10),"
MainForm.cs,119,<init>.BackColor,"BackColor = baseBg,"
MainForm.cs,120,<init>.Cursor,"Cursor    = Cursors.Hand,"
MainForm.cs,131,<init>.Text,"Text      = stepNumber.ToString(),"
MainForm.cs,132,<init>.Font,"Font      = new Font(""Segoe UI Light"", 30f),"
MainForm.cs,133,<init>.ForeColor,"ForeColor = numFg,"
MainForm.cs,134,<init>.BackColor,"BackColor = baseBg,"
MainForm.cs,135,<init>.Bounds,"Bounds    = new Rectangle(NUM_LEFT, 0, NUM_W, CARD_H),"
MainForm.cs,136,<init>.TextAlign,"TextAlign = ContentAlignment.MiddleCenter,"
MainForm.cs,137,<init>.UseCompatibleTextRendering,"UseCompatibleTextRendering = true,"
MainForm.cs,142,<init>.Text,"Text         = title,"
MainForm.cs,143,<init>.Font,"Font         = new Font(""Malgun Gothic"", 13f, FontStyle.Bold),"
MainForm.cs,144,<init>.ForeColor,"ForeColor    = titleFg,"
MainForm.cs,145,<init>.BackColor,"BackColor    = baseBg,"
MainForm.cs,146,<init>.Bounds,"Bounds       = new Rectangle(TEXT_LEFT, 18, 400, 28),"
MainForm.cs,147,<init>.TextAlign,"TextAlign    = ContentAlignment.MiddleLeft,"
MainForm.cs,148,<init>.AutoEllipsis,"AutoEllipsis = false,"
MainForm.cs,149,<init>.UseCompatibleTextRendering,"UseCompatibleTextRendering = true,"
MainForm.cs,154,<init>.Text,"Text         = desc,"
MainForm.cs,155,<init>.Font,"Font         = new Font(""Malgun Gothic"", 10f),"
MainForm.cs,156,<init>.ForeColor,"ForeColor    = descFg,"
MainForm.cs,157,<init>.BackColor,"BackColor    = baseBg,"
MainForm.cs,158,<init>.Bounds,"Bounds       = new Rectangle(TEXT_LEFT, 48, 400, 24),"
MainForm.cs,159,<init>.TextAlign,"TextAlign    = ContentAlignment.MiddleLeft,"
MainForm.cs,160,<init>.AutoEllipsis,"AutoEllipsis = false,"
MainForm.cs,161,<init>.UseCompatibleTextRendering,"UseCompatibleTextRendering = true,"
MainForm.cs,166,<init>.Text,"Text      = ""›"","
MainForm.cs,167,<init>.Font,"Font      = new Font(""Segoe UI"", 22f),"
MainForm.cs,168,<init>.ForeColor,"ForeColor = accent ? Color.White : FG_SUB,"
MainForm.cs,169,<init>.BackColor,"BackColor = baseBg,"
MainForm.cs,170,<init>.Bounds,"Bounds    = new Rectangle(0, 0, ARROW_W, CARD_H),"
MainForm.cs,171,<init>.TextAlign,"TextAlign = ContentAlignment.MiddleCenter,"
MainForm.cs,172,<init>.UseCompatibleTextRendering,"UseCompatibleTextRendering = true,"
MainForm.cs,236,<init>.Filter,"Filter   = ""Excel 파일 (*.xlsx)|*.xlsx"","
MainForm.cs,237,<init>.Title,"Title    = ""MNE 파일 저장"","
MainForm.cs,238,<init>.FileName,"FileName = $""MNE_{DateTime.Now:yyyyMMdd}.xlsx"","
MainForm.cs,260,<init>.Filter,"Filter = ""Excel 파일 (*.xlsx)|*.xlsx"","
MainForm.cs,261,<init>.Title,"Title  = ""변환할 main_template.xlsx 파일을 선택하세요."","
MainForm.cs,268,<init>.Filter,"Filter           = ""XML 파일 (*.xml)|*.xml"","
MainForm.cs,269,<init>.Title,"Title            = ""XML 파일 저장"","
MainForm.cs,270,<init>.FileName,"FileName         = ""GLOBE_OECD.xml"","
MainForm.cs,271,<init>.InitialDirectory,"InitialDirectory = Path.GetDirectoryName(mainFilePath),"
MainForm.cs,279,<init>.Version,"Version     = ""2.0"","
MainForm.cs,280,<init>.MessageSpec,"MessageSpec = new Globe.MessageSpecType(),"
MainForm.cs,281,<init>.GlobeBody,"GlobeBody   = new Globe.GlobeBodyType(),"
